x,y
0,0
0.39269908169872414,0.3826834323650898
0.7853981633974483,0.7071067811865475
1.1780972450961724,0.9238795325112868
1.5707963267948966,1
1.9634954084936207,0.9238795325112868
2.356194490192345,0.7071067811865476
2.748893571891069,0.38268343236508984
3.141592653589793,1.2246467991473532e-16
3.5342917352885173,-0.38268343236508967
3.9269908169872414,-0.7071067811865475
4.319689898685965,-0.9238795325112864
4.71238898038469,-1
5.105088062083414,-0.9238795325112866
5.497787143782138,-0.7071067811865477
5.890486225480862,-0.3826834323650904
6.283185307179586,-2.4492935982947064e-16
